Word,Nmorph_ELP,LLM_Predicted_Estimate,Signed_Discrepancy_GPT_minus_NMorph,Absolute_Discrepancy,Transparency_Proximity_0_1,Undersegmentation,Oversegmentation
clarions,2,2,0,0,1,0,0
clarity,2,2,0,0,1,0,0
CLARKE'S,2,2,0,0,1,0,0
Clark's,2,2,0,0,1,0,0
clashed,2,2,0,0,1,0,0
clashes,2,2,0,0,1,0,0
clashing,2,2,0,0,1,0,0
clasped,2,2,0,0,1,0,0
clasping,2,2,0,0,1,0,0
clasps,2,2,0,0,1,0,0
classed,2,2,0,0,1,0,0
classes,2,2,0,0,1,0,0
classic,2,2,0,0,1,0,0
classify,2,2,0,0,1,0,0
classing,2,2,0,0,1,0,0
classless,2,2,0,0,1,0,0
classmate,2,2,0,0,1,0,0
classroom,2,2,0,0,1,0,0
classy,2,2,0,0,1,0,0
clattered,2,2,0,0,1,0,0
clattering,2,3,1,1,0.5,0,1
clatters,2,2,0,0,1,0,0
clattery,2,2,0,0,1,0,0
Claude's,2,2,0,0,1,0,0
Claudia's,2,2,0,0,1,0,0
clauses,2,2,0,0,1,0,0
clavichords,2,3,1,1,0.5,0,1
clavicles,2,3,1,1,0.5,0,1
clawed,2,2,0,0,1,0,0
clawing,2,2,0,0,1,0,0
claws,2,2,0,0,1,0,0
claymore,2,2,0,0,1,0,0
CLAYS,2,2,0,0,1,0,0
CLAYTON,2,2,0,0,1,0,0
cleaned,2,2,0,0,1,0,0
cleaner,2,2,0,0,1,0,0
cleanest,2,2,0,0,1,0,0
cleaning,2,2,0,0,1,0,0
cleanly,2,2,0,0,1,0,0
cleanness,2,2,0,0,1,0,0
cleans,2,2,0,0,1,0,0
cleansed,2,3,1,1,0.5,0,1
cleanser,2,2,0,0,1,0,0
cleanses,2,3,1,1,0.5,0,1
cleansing,2,2,0,0,1,0,0
cleanup,2,2,0,0,1,0,0
clearance,2,2,0,0,1,0,0
cleared,2,2,0,0,1,0,0
clearer,2,2,0,0,1,0,0
clearest,2,2,0,0,1,0,0
clearing,2,2,0,0,1,0,0
clearly,2,2,0,0,1,0,0
clearness,2,2,0,0,1,0,0
clears,2,2,0,0,1,0,0
Clearwater,2,2,0,0,1,0,0
clearway,2,2,0,0,1,0,0
cleats,2,2,0,0,1,0,0
cleavage,2,2,0,0,1,0,0
cleaved,2,2,0,0,1,0,0
cleaver,2,2,0,0,1,0,0
cleaves,2,2,0,0,1,0,0
cleaving,2,2,0,0,1,0,0
clefs,2,2,0,0,1,0,0
clefts,2,2,0,0,1,0,0
clemency,2,2,0,0,1,0,0
clement,2,2,0,0,1,0,0
clenched,2,2,0,0,1,0,0
clenches,2,2,0,0,1,0,0
clenching,2,2,0,0,1,0,0
clergyman,2,2,0,0,1,0,0
clergymen,2,3,1,1,0.5,0,1
clerical,2,2,0,0,1,0,0
clerics,2,2,0,0,1,0,0
clerihews,2,2,0,0,1,0,0
clerked,2,2,0,0,1,0,0
clerking,2,2,0,0,1,0,0
clerks,2,2,0,0,1,0,0
clerk's,2,2,0,0,1,0,0
Cleveland,2,2,0,0,1,0,0
cleverer,2,3,1,1,0.5,0,1
cleverest,2,3,1,1,0.5,0,1
cleverly,2,2,0,0,1,0,0
cleverness,2,3,1,1,0.5,0,1
clewed,2,2,0,0,1,0,0
clewing,2,2,0,0,1,0,0
clews,2,2,0,0,1,0,0
cliched,2,2,0,0,1,0,0
cliches,2,2,0,0,1,0,0
clicked,2,2,0,0,1,0,0
clicking,2,2,0,0,1,0,0
clicks,2,2,0,0,1,0,0
clients,2,2,0,0,1,0,0
client's,2,2,0,0,1,0,0
CLIFFORD,2,2,0,0,1,0,0
cliffs,2,2,0,0,1,0,0
CLIFTON,2,2,0,0,1,0,0
climates,2,2,0,0,1,0,0
climatic,2,2,0,0,1,0,0
climaxed,2,2,0,0,1,0,0
climaxes,2,2,0,0,1,0,0
climaxing,2,2,0,0,1,0,0
climbed,2,2,0,0,1,0,0
climber,2,2,0,0,1,0,0
climbing,2,2,0,0,1,0,0
climbs,2,2,0,0,1,0,0
climes,2,2,0,0,1,0,0
clinched,2,2,0,0,1,0,0
clincher,2,2,0,0,1,0,0
clinches,2,2,0,0,1,0,0
clinching,2,2,0,0,1,0,0
clinging,2,2,0,0,1,0,0
clings,2,2,0,0,1,0,0
clingy,2,2,0,0,1,0,0
clinical,2,2,0,0,1,0,0
clinics,2,2,0,0,1,0,0
clinked,2,2,0,0,1,0,0
clinker,2,2,0,0,1,0,0
clinking,2,2,0,0,1,0,0
clinks,2,2,0,0,1,0,0
Clinton,2,2,0,0,1,0,0
clipboard,2,2,0,0,1,0,0
clipped,2,2,0,0,1,0,0
clipper,2,2,0,0,1,0,0
clipping,2,2,0,0,1,0,0
clips,2,2,0,0,1,0,0
cliques,2,2,0,0,1,0,0
cliquey,2,2,0,0,1,0,0
cliquish,2,2,0,0,1,0,0
clitoris,2,2,0,0,1,0,0
cloaked,2,2,0,0,1,0,0
cloaking,2,3,1,1,0.5,0,1
cloakroom,2,2,0,0,1,0,0
cloaks,2,2,0,0,1,0,0
clobbered,2,2,0,0,1,0,0
clobbering,2,3,1,1,0.5,0,1
clobbers,2,2,0,0,1,0,0
clocked,2,2,0,0,1,0,0
clocking,2,2,0,0,1,0,0
clocks,2,2,0,0,1,0,0
clockwise,2,2,0,0,1,0,0
clockwork,2,2,0,0,1,0,0
cloddish,2,2,0,0,1,0,0
clods,2,2,0,0,1,0,0
clogged,2,2,0,0,1,0,0
clogging,2,2,0,0,1,0,0
clogs,2,2,0,0,1,0,0
cloistered,2,3,1,1,0.5,0,1
cloistering,2,3,1,1,0.5,0,1
cloisters,2,3,1,1,0.5,0,1
CLOMPED,2,2,0,0,1,0,0
clones,2,2,0,0,1,0,0
clopped,2,2,0,0,1,0,0
clopping,2,2,0,0,1,0,0
clops,2,2,0,0,1,0,0
closed,2,2,0,0,1,0,0
closedown,2,2,0,0,1,0,0
closely,2,2,0,0,1,0,0
closeness,2,2,0,0,1,0,0
closer,2,2,0,0,1,0,0
closes,2,2,0,0,1,0,0
closest,2,2,0,0,1,0,0
closeted,2,2,0,0,1,0,0
closeting,2,3,1,1,0.5,0,1
closets,2,2,0,0,1,0,0
closeup,2,2,0,0,1,0,0
closing,2,2,0,0,1,0,0
closure,2,2,0,0,1,0,0
clothbound,2,2,0,0,1,0,0
clothed,2,2,0,0,1,0,0
clothesbrush,2,2,0,0,1,0,0
clotheshorse,2,2,0,0,1,0,0
clothesline,2,2,0,0,1,0,0
clothespin,2,2,0,0,1,0,0
clothier,2,2,0,0,1,0,0
clothing,2,2,0,0,1,0,0
cloths,2,2,0,0,1,0,0
clots,2,2,0,0,1,0,0
clotted,2,2,0,0,1,0,0
clotting,2,2,0,0,1,0,0
clotures,2,2,0,0,1,0,0
cloudburst,2,2,0,0,1,0,0
CLOUDCROFT,2,2,0,0,1,0,0
clouded,2,2,0,0,1,0,0
clouding,2,2,0,0,1,0,0
cloudless,2,2,0,0,1,0,0
clouds,2,2,0,0,1,0,0
cloudy,2,2,0,0,1,0,0
clouted,2,2,0,0,1,0,0
clouting,2,2,0,0,1,0,0
clouts,2,2,0,0,1,0,0
cloverleaf,2,2,0,0,1,0,0
clovers,2,2,0,0,1,0,0
cloves,2,2,0,0,1,0,0
clowned,2,2,0,0,1,0,0
clowning,2,2,0,0,1,0,0
clownish,2,2,0,0,1,0,0
clowns,2,2,0,0,1,0,0
clown's,2,2,0,0,1,0,0
cloyed,2,2,0,0,1,0,0
cloying,2,2,0,0,1,0,0
cloys,2,2,0,0,1,0,0
clubbable,2,2,0,0,1,0,0
clubbed,2,2,0,0,1,0,0
clubbing,2,2,0,0,1,0,0
clubfeet,2,2,0,0,1,0,0
clubfoot,2,2,0,0,1,0,0
clubhouse,2,2,0,0,1,0,0
clubs,2,2,0,0,1,0,0
club's,2,2,0,0,1,0,0
clucked,2,2,0,0,1,0,0
clucking,2,2,0,0,1,0,0
clucks,2,2,0,0,1,0,0
clueless,2,2,0,0,1,0,0
clues,2,2,0,0,1,0,0
clumped,2,2,0,0,1,0,0
clumps,2,2,0,0,1,0,0
clumsier,2,2,0,0,1,0,0
clumsiest,2,2,0,0,1,0,0
clumsily,2,2,0,0,1,0,0
clumsiness,2,3,1,1,0.5,0,1
clunked,2,2,0,0,1,0,0
clunking,2,2,0,0,1,0,0
clunks,2,2,0,0,1,0,0
clustered,2,2,0,0,1,0,0
clustering,2,3,1,1,0.5,0,1
clusters,2,2,0,0,1,0,0
clutched,2,2,0,0,1,0,0
clutches,2,2,0,0,1,0,0
clutching,2,2,0,0,1,0,0
cluttered,2,2,0,0,1,0,0
cluttering,2,3,1,1,0.5,0,1
clutters,2,2,0,0,1,0,0
coached,2,2,0,0,1,0,0
coaches,2,2,0,0,1,0,0
coaching,2,2,0,0,1,0,0
coachman,2,2,0,0,1,0,0
coachmen,2,2,0,0,1,0,0
coach's,2,2,0,0,1,0,0
coachwork,2,2,0,0,1,0,0
coagulant,2,3,1,1,0.5,0,1
coagulate,2,3,1,1,0.5,0,1
coaled,2,2,0,0,1,0,0
coalesced,2,3,1,1,0.5,0,1
coalescence,2,3,1,1,0.5,0,1
coalescent,2,3,1,1,0.5,0,1
coalesces,2,3,1,1,0.5,0,1
coalescing,2,3,1,1,0.5,0,1
coalface,2,2,0,0,1,0,0
coalfield,2,2,0,0,1,0,0
coalhole,2,2,0,0,1,0,0
coalhouse,2,2,0,0,1,0,0
coaling,2,2,0,0,1,0,0
coalitions,2,3,1,1,0.5,0,1
coalmine,2,2,0,0,1,0,0
coals,2,2,0,0,1,0,0
coarsely,2,2,0,0,1,0,0
coarsen,2,2,0,0,1,0,0
coarseness,2,2,0,0,1,0,0
coarser,2,2,0,0,1,0,0
coarsest,2,2,0,0,1,0,0
coastal,2,2,0,0,1,0,0
coasted,2,2,0,0,1,0,0
coaster,2,2,0,0,1,0,0
coastguard,2,2,0,0,1,0,0
coasting,2,3,1,1,0.5,0,1
coastline,2,2,0,0,1,0,0
coasts,2,2,0,0,1,0,0
coastwise,2,2,0,0,1,0,0
coated,2,2,0,0,1,0,0
coating,2,2,0,0,1,0,0
coats,2,2,0,0,1,0,0
coauthor,2,2,0,0,1,0,0
coaxed,2,2,0,0,1,0,0
coaxes,2,2,0,0,1,0,0
coaxing,2,2,0,0,1,0,0
cobbled,2,2,0,0,1,0,0
cobbler,2,2,0,0,1,0,0
cobbles,2,2,0,0,1,0,0
cobblestone,2,2,0,0,1,0,0
cobbling,2,3,1,1,0.5,0,1
COBB'S,2,2,0,0,1,0,0
cobras,2,2,0,0,1,0,0
cobs,2,2,0,0,1,0,0
cobweb,2,2,0,0,1,0,0
cocas,2,2,0,0,1,0,0
cochleas,2,2,0,0,1,0,0
cockatoos,2,3,1,1,0.5,0,1
cockchafers,2,3,1,1,0.5,0,1
cockcrow,2,2,0,0,1,0,0
cocked,2,2,0,0,1,0,0
cockerels,2,3,1,1,0.5,0,1
cockers,2,3,1,1,0.5,0,1
cockfight,2,2,0,0,1,0,0
cocking,2,2,0,0,1,0,0
cockles,2,2,0,0,1,0,0
cockleshell,2,3,1,1,0.5,0,1
cockneys,2,3,1,1,0.5,0,1
cockpit,2,2,0,0,1,0,0
cockroach,2,2,0,0,1,0,0
cocks,2,2,0,0,1,0,0
cocksure,2,2,0,0,1,0,0
cocktail,2,2,0,0,1,0,0
cocky,2,2,0,0,1,0,0
cocoas,2,2,0,0,1,0,0
coconut,2,2,0,0,1,0,0
cocooned,2,2,0,0,1,0,0
cocooning,2,3,1,1,0.5,0,1
cocoons,2,3,1,1,0.5,0,1
cocos,2,2,0,0,1,0,0
codas,2,2,0,0,1,0,0
CODDINGTON,2,3,1,1,0.5,0,1
coddled,2,2,0,0,1,0,0
coddles,2,2,0,0,1,0,0
coddling,2,2,0,0,1,0,0
coded,2,2,0,0,1,0,0
codes,2,2,0,0,1,0,0
codex,2,2,0,0,1,0,0
codfish,2,2,0,0,1,0,0
codgers,2,3,1,1,0.5,0,1
codices,2,3,1,1,0.5,0,1
codicils,2,3,1,1,0.5,0,1
codify,2,2,0,0,1,0,0
coding,2,2,0,0,1,0,0
codlings,2,3,1,1,0.5,0,1
codpiece,2,2,0,0,1,0,0
cods,2,2,0,0,1,0,0
coed,2,2,0,0,1,0,0
coerced,2,3,1,1,0.5,0,1
coerces,2,3,1,1,0.5,0,1
coercing,2,3,1,1,0.5,0,1
coercion,2,2,0,0,1,0,0
coercive,2,2,0,0,1,0,0
COFFEECUP,2,2,0,0,1,0,0
coffeepot,2,2,0,0,1,0,0
coffees,2,2,0,0,1,0,0
coffers,2,2,0,0,1,0,0
coffins,2,2,0,0,1,0,0
cogency,2,2,0,0,1,0,0
cogent,2,2,0,0,1,0,0
cogitated,2,3,1,1,0.5,0,1
cogitates,2,3,1,1,0.5,0,1
cogitating,2,3,1,1,0.5,0,1
cogitation,2,3,1,1,0.5,0,1
cognacs,2,2,0,0,1,0,0
cognition,2,2,0,0,1,0,0
cognitive,2,2,0,0,1,0,0
cognizance,2,2,0,0,1,0,0
cognizant,2,2,0,0,1,0,0
cogs,2,2,0,0,1,0,0
cogwheel,2,2,0,0,1,0,0
cohabit,2,2,0,0,1,0,0
cohere,2,2,0,0,1,0,0
cohorts,2,2,0,0,1,0,0
coiffeur,2,2,0,0,1,0,0
coiffure,2,2,0,0,1,0,0
coifs,2,2,0,0,1,0,0
coiled,2,2,0,0,1,0,0
coiling,2,2,0,0,1,0,0
coils,2,2,0,0,1,0,0
coinage,2,2,0,0,1,0,0
coincide,2,2,0,0,1,0,0
coined,2,2,0,0,1,0,0
coiner,2,2,0,0,1,0,0
coining,2,2,0,0,1,0,0
coins,2,2,0,0,1,0,0
coital,2,2,0,0,1,0,0
coition,2,2,0,0,1,0,0
coitus,2,2,0,0,1,0,0
coked,2,2,0,0,1,0,0
Cokes,2,2,0,0,1,0,0
coking,2,2,0,0,1,0,0
colanders,2,3,1,1,0.5,0,1
colder,2,2,0,0,1,0,0
coldest,2,2,0,0,1,0,0
coldly,2,2,0,0,1,0,0
coldness,2,2,0,0,1,0,0
colds,2,2,0,0,1,0,0
COLEMAN,2,2,0,0,1,0,0
Coleridge's,2,2,0,0,1,0,0
COLE'S,2,2,0,0,1,0,0
colicky,2,2,0,0,1,0,0
colitis,2,2,0,0,1,0,0
collages,2,3,1,1,0.5,0,1
collapsed,2,3,1,1,0.5,0,1
collapses,2,3,1,1,0.5,0,1
collapsible,2,3,1,1,0.5,0,1
collapsing,2,3,1,1,0.5,0,1
collarbone,2,2,0,0,1,0,0
collared,2,3,1,1,0.5,0,1
collaring,2,3,1,1,0.5,0,1
collars,2,2,0,0,1,0,0
collated,2,3,1,1,0.5,0,1
collateral,2,3,1,1,0.5,0,1
collates,2,3,1,1,0.5,0,1
collating,2,3,1,1,0.5,0,1
collation,2,2,0,0,1,0,0
colleagues,2,3,1,1,0.5,0,1
collected,2,3,1,1,0.5,0,1
collectible,2,3,1,1,0.5,0,1
collecting,2,3,1,1,0.5,0,1
collection,2,2,0,0,1,0,0
collective,2,3,1,1,0.5,0,1
collector,2,2,0,0,1,0,0
collects,2,3,1,1,0.5,0,1
colleens,2,2,0,0,1,0,0
colleges,2,3,1,1,0.5,0,1
college's,2,2,0,0,1,0,0
collegiate,2,3,1,1,0.5,0,1
collided,2,3,1,1,0.5,0,1
collides,2,3,1,1,0.5,0,1
colliding,2,3,1,1,0.5,0,1
collier,2,2,0,0,1,0,0
collies,2,2,0,0,1,0,0
COLLIMATED,2,3,1,1,0.5,0,1
collision,2,2,0,0,1,0,0
collocate,2,2,0,0,1,0,0
colloidal,2,3,1,1,0.5,0,1
colluded,2,3,1,1,0.5,0,1
colludes,2,3,1,1,0.5,0,1
colluding,2,3,1,1,0.5,0,1
collusion,2,2,0,0,1,0,0
collusive,2,3,1,1,0.5,0,1
COLMAN,2,2,0,0,1,0,0
Colombian,2,3,1,1,0.5,0,1
colonels,2,2,0,0,1,0,0
colonel's,2,2,0,0,1,0,0
colonist,2,2,0,0,1,0,0
colonize,2,2,0,0,1,0,0
colonnaded,2,3,1,1,0.5,0,1
colonnades,2,3,1,1,0.5,0,1
colons,2,2,0,0,1,0,0
colony,2,2,0,0,1,0,0
coloration,2,3,1,1,0.5,0,1
colored,2,2,0,0,1,0,0
colorful,2,2,0,0,1,0,0
coloring,2,2,0,0,1,0,0
colorless,2,2,0,0,1,0,0
colors,2,2,0,0,1,0,0
colossal,2,2,0,0,1,0,0
colossi,2,2,0,0,1,0,0
colossus,2,2,0,0,1,0,0
coloured,2,2,0,0,1,0,0
colourfast,2,2,0,0,1,0,0
colourful,2,2,0,0,1,0,0
colouring,2,2,0,0,1,0,0
colourless,2,2,0,0,1,0,0
colours,2,2,0,0,1,0,0
cols,2,2,0,0,1,0,0
coltish,2,2,0,0,1,0,0
colts,2,2,0,0,1,0,0
columbines,2,3,1,1,0.5,0,1
columnist,2,2,0,0,1,0,0
columns,2,2,0,0,1,0,0
comas,2,2,0,0,1,0,0
combatant,2,3,1,1,0.5,0,1
combating,2,3,1,1,0.5,0,1
combative,2,3,1,1,0.5,0,1
combats,2,2,0,0,1,0,0
combatted,2,3,1,1,0.5,0,1
combatting,2,3,1,1,0.5,0,1
combed,2,2,0,0,1,0,0
comber,2,2,0,0,1,0,0
combinable,2,3,1,1,0.5,0,1
combination,2,3,1,1,0.5,0,1
combined,2,3,1,1,0.5,0,1
combines,2,3,1,1,0.5,0,1
combing,2,2,0,0,1,0,0
combining,2,3,1,1,0.5,0,1
combos,2,2,0,0,1,0,0
combs,2,2,0,0,1,0,0
combusted,2,3,1,1,0.5,0,1
combustible,2,3,1,1,0.5,0,1
combusting,2,3,1,1,0.5,0,1
combustion,2,2,0,0,1,0,0
combusts,2,3,1,1,0.5,0,1
comeback,2,2,0,0,1,0,0
comedian,2,2,0,0,1,0,0
COMEDIE,2,2,0,0,1,0,0
comedienne,2,3,1,1,0.5,0,1
comedies,2,3,1,1,0.5,0,1
comedown,2,2,0,0,1,0,0
comelier,2,3,1,1,0.5,0,1
comeliest,2,3,1,1,0.5,0,1
comer,2,2,0,0,1,0,0
comes,2,2,0,0,1,0,0
COMETARY,2,3,1,1,0.5,0,1
COMETH,2,2,0,0,1,0,0
comets,2,2,0,0,1,0,0
comfier,2,2,0,0,1,0,0
comfiest,2,2,0,0,1,0,0
comfortable,2,2,0,0,1,0,0
comforted,2,3,1,1,0.5,0,1
Comforter,2,3,1,1,0.5,0,1
comforting,2,3,1,1,0.5,0,1
comfortless,2,2,0,0,1,0,0
comforts,2,3,1,1,0.5,0,1
comical,2,2,0,0,1,0,0
comics,2,2,0,0,1,0,0
coming,2,2,0,0,1,0,0
comities,2,3,1,1,0.5,0,1
command,2,2,0,0,1,0,0
commas,2,2,0,0,1,0,0
commenced,2,3,1,1,0.5,0,1
commencement,2,3,1,1,0.5,0,1
commences,2,3,1,1,0.5,0,1
commencing,2,3,1,1,0.5,0,1
commendable,2,3,1,1,0.5,0,1
commendation,2,3,1,1,0.5,0,1
commendatory,2,3,1,1,0.5,0,1
commended,2,3,1,1,0.5,0,1
commending,2,3,1,1,0.5,0,1
commends,2,3,1,1,0.5,0,1
commentary,2,3,1,1,0.5,0,1
commentate,2,2,0,0,1,0,0
commented,2,3,1,1,0.5,0,1
commenting,2,3,1,1,0.5,0,1
comments,2,2,0,0,1,0,0
commercial,2,2,0,0,1,0,0
commies,2,2,0,0,1,0,0
commingle,2,2,0,0,1,0,0
commissars,2,3,1,1,0.5,0,1
commit,2,2,0,0,1,0,0
commodes,2,2,0,0,1,0,0
commodious,2,3,1,1,0.5,0,1
commodity,2,2,0,0,1,0,0
commodores,2,3,1,1,0.5,0,1
commoner,2,2,0,0,1,0,0
commonest,2,2,0,0,1,0,0
commonly,2,2,0,0,1,0,0
commonness,2,2,0,0,1,0,0
commonplace,2,2,0,0,1,0,0
commons,2,2,0,0,1,0,0
commonwealth,2,2,0,0,1,0,0
commotion,2,2,0,0,1,0,0
communal,2,2,0,0,1,0,0
communed,2,2,0,0,1,0,0
communes,2,2,0,0,1,0,0
communing,2,2,0,0,1,0,0
communion,2,2,0,0,1,0,0
communique,2,2,0,0,1,0,0
communism,2,2,0,0,1,0,0
communist,2,2,0,0,1,0,0
community,2,2,0,0,1,0,0
commute,2,2,0,0,1,0,0
compacted,2,3,1,1,0.5,0,1
compacting,2,3,1,1,0.5,0,1
compactly,2,2,0,0,1,0,0
compactness,2,3,1,1,0.5,0,1
compacts,2,3,1,1,0.5,0,1
companion,2,2,0,0,1,0,0
company,2,2,0,0,1,0,0
comparable,2,3,1,1,0.5,0,1
comparative,2,3,1,1,0.5,0,1
compared,2,2,0,0,1,0,0
compares,2,3,1,1,0.5,0,1
comparing,2,3,1,1,0.5,0,1
comparison,2,3,1,1,0.5,0,1
compartmental,2,3,1,1,0.5,0,1
compartments,2,3,1,1,0.5,0,1
compassed,2,3,1,1,0.5,0,1
compasses,2,2,0,0,1,0,0
compassing,2,3,1,1,0.5,0,1
COMPATABILITY,2,4,2,2,0.333333333,0,2
compatibility,2,3,1,1,0.5,0,1
compatibly,2,3,1,1,0.5,0,1
compeers,2,2,0,0,1,0,0
compel,2,2,0,0,1,0,0
compendious,2,3,1,1,0.5,0,1
compendium,2,2,0,0,1,0,0
compered,2,3,1,1,0.5,0,1
comperes,2,3,1,1,0.5,0,1
compering,2,3,1,1,0.5,0,1
competed,2,3,1,1,0.5,0,1
competence,2,2,0,0,1,0,0
competent,2,2,0,0,1,0,0
competes,2,2,0,0,1,0,0
competing,2,3,1,1,0.5,0,1
competition,2,3,1,1,0.5,0,1
competitive,2,3,1,1,0.5,0,1
competitor,2,3,1,1,0.5,0,1
compilation,2,3,1,1,0.5,0,1
compiled,2,3,1,1,0.5,0,1
compiler,2,2,0,0,1,0,0
compiles,2,2,0,0,1,0,0
compiling,2,3,1,1,0.5,0,1
complacence,2,2,0,0,1,0,0
complacent,2,2,0,0,1,0,0
complainant,2,3,1,1,0.5,0,1
complained,2,3,1,1,0.5,0,1
complainer,2,3,1,1,0.5,0,1
complaining,2,3,1,1,0.5,0,1
complains,2,3,1,1,0.5,0,1
complaints,2,3,1,1,0.5,0,1
complaisance,2,3,1,1,0.5,0,1
complaisant,2,3,1,1,0.5,0,1
complement,2,2,0,0,1,0,0
complete,2,2,0,0,1,0,0
complex,2,2,0,0,1,0,0
complexions,2,3,1,1,0.5,0,1
compliance,2,3,1,1,0.5,0,1
complied,2,3,1,1,0.5,0,1
complies,2,3,1,1,0.5,0,1
complimentary,2,3,1,1,0.5,0,1
complimented,2,3,1,1,0.5,0,1
complimenting,2,3,1,1,0.5,0,1
compliments,2,3,1,1,0.5,0,1
complying,2,3,1,1,0.5,0,1
components,2,3,1,1,0.5,0,1
comported,2,3,1,1,0.5,0,1
comporting,2,3,1,1,0.5,0,1
comportment,2,3,1,1,0.5,0,1
comports,2,3,1,1,0.5,0,1
compos,2,2,0,0,1,0,0
compose,2,2,0,0,1,0,0
composted,2,3,1,1,0.5,0,1
composting,2,3,1,1,0.5,0,1
composts,2,3,1,1,0.5,0,1
compotes,2,3,1,1,0.5,0,1
compound,2,2,0,0,1,0,0
comprehend,2,2,0,0,1,0,0
compress,2,2,0,0,1,0,0
comprised,2,3,1,1,0.5,0,1
comprises,2,3,1,1,0.5,0,1
comprising,2,3,1,1,0.5,0,1
compromised,2,3,1,1,0.5,0,1
compromises,2,3,1,1,0.5,0,1
compromising,2,3,1,1,0.5,0,1
comptroller,2,3,1,1,0.5,0,1
compute,2,2,0,0,1,0,0
comradely,2,2,0,0,1,0,0
comrades,2,2,0,0,1,0,0
comradeship,2,3,1,1,0.5,0,1
concatenate,2,3,1,1,0.5,0,1
concavity,2,3,1,1,0.5,0,1
concealed,2,3,1,1,0.5,0,1
concealing,2,3,1,1,0.5,0,1
concealment,2,3,1,1,0.5,0,1
conceals,2,2,0,0,1,0,0
concede,2,2,0,0,1,0,0
conceited,2,3,1,1,0.5,0,1
conceits,2,2,0,0,1,0,0
conceive,2,2,0,0,1,0,0
concept,2,2,0,0,1,0,0
concern,2,2,0,0,1,0,0
concerted,2,3,1,1,0.5,0,1
concertinaed,2,3,1,1,0.5,0,1
concertinaing,2,3,1,1,0.5,0,1
concertinas,2,3,1,1,0.5,0,1
concerting,2,3,1,1,0.5,0,1
concertmaster,2,3,1,1,0.5,0,1
concertos,2,3,1,1,0.5,0,1
concerto's,2,2,0,0,1,0,0
concerts,2,2,0,0,1,0,0
conches,2,2,0,0,1,0,0
concierges,2,3,1,1,0.5,0,1
conciliate,2,2,0,0,1,0,0
concisely,2,3,1,1,0.5,0,1
conciseness,2,3,1,1,0.5,0,1
conclaves,2,2,0,0,1,0,0
conclude,2,2,0,0,1,0,0
concoct,2,2,0,0,1,0,0
concomitance,2,3,1,1,0.5,0,1
concomitant,2,3,1,1,0.5,0,1
concord,2,2,0,0,1,0,0
Concorde,2,2,0,0,1,0,0
concourses,2,3,1,1,0.5,0,1
concreted,2,3,1,1,0.5,0,1
concretely,2,3,1,1,0.5,0,1
concretes,2,2,0,0,1,0,0
concreting,2,3,1,1,0.5,0,1
concretion,2,2,0,0,1,0,0
concubinage,2,3,1,1,0.5,0,1
concubines,2,3,1,1,0.5,0,1
concupiscence,2,3,1,1,0.5,0,1
concupiscent,2,3,1,1,0.5,0,1
concur,2,2,0,0,1,0,0
concussed,2,3,1,1,0.5,0,1
concusses,2,3,1,1,0.5,0,1
concussing,2,3,1,1,0.5,0,1
concussion,2,2,0,0,1,0,0
condemnation,2,3,1,1,0.5,0,1
condemnatory,2,4,2,2,0.333333333,0,2
condemned,2,3,1,1,0.5,0,1
condemning,2,3,1,1,0.5,0,1
condemns,2,3,1,1,0.5,0,1
condensation,2,3,1,1,0.5,0,1
condensed,2,3,1,1,0.5,0,1
condenser,2,3,1,1,0.5,0,1
condenses,2,3,1,1,0.5,0,1
condensing,2,3,1,1,0.5,0,1
condiments,2,3,1,1,0.5,0,1
conditional,2,3,1,1,0.5,0,1
conditioned,2,3,1,1,0.5,0,1
conditioner,2,3,1,1,0.5,0,1
conditioning,2,3,1,1,0.5,0,1
conditions,2,3,1,1,0.5,0,1
condolence,2,2,0,0,1,0,0
condoms,2,2,0,0,1,0,0
condonation,2,3,1,1,0.5,0,1
condoned,2,3,1,1,0.5,0,1
condones,2,3,1,1,0.5,0,1
condoning,2,3,1,1,0.5,0,1
condors,2,2,0,0,1,0,0
conduct,2,2,0,0,1,0,0
conduits,2,3,1,1,0.5,0,1
cones,2,2,0,0,1,0,0
confab,2,2,0,0,1,0,0
confer,2,2,0,0,1,0,0
confessed,2,3,1,1,0.5,0,1
confesses,2,3,1,1,0.5,0,1
confessing,2,3,1,1,0.5,0,1
confession,2,2,0,0,1,0,0
confessor,2,3,1,1,0.5,0,1
confidant,2,2,0,0,1,0,0
confidante,2,2,0,0,1,0,0
confided,2,3,1,1,0.5,0,1
confidence,2,2,0,0,1,0,0
confident,2,2,0,0,1,0,0
confides,2,3,1,1,0.5,0,1
confiding,2,3,1,1,0.5,0,1
confine,2,2,0,0,1,0,0
confirm,2,2,0,0,1,0,0
confiscate,2,2,0,0,1,0,0
conflagration,2,3,1,1,0.5,0,1
conflate,2,2,0,0,1,0,0
conflicted,2,3,1,1,0.5,0,1
conflicting,2,3,1,1,0.5,0,1
conflicts,2,3,1,1,0.5,0,1
conflict's,2,2,0,0,1,0,0
conform,2,2,0,0,1,0,0
confound,2,2,0,0,1,0,0
confreres,2,3,1,1,0.5,0,1
confront,2,2,0,0,1,0,0
Confucian,2,2,0,0,1,0,0
Confucius,2,2,0,0,1,0,0
confused,2,3,1,1,0.5,0,1
confuses,2,3,1,1,0.5,0,1
confusing,2,3,1,1,0.5,0,1
